Plot_Number,Owner_Name,NRC_Number,Location,Plot_Size_sq_m,Land_Use,Title_Deed,Tenure,Registration_Date,Encumbrances,GPS_Coordinates,Ground_Rent_Status
NDL-1828,PanAfrican Cement Industrial,833759/24/4,Kansenshi,700,Residential,TDR-2016-2443,Leasehold (50 yrs),2015-10-08,Caveat,"-12.971918,28.658447",Paid
NDL-1829,Kansenshi Traders Enterprises,626599/47/1,Ndeke,327,Mixed Use,TDR-2024-2455,Leasehold (50 yrs),2007-06-28,None,"-12.966826,28.671808",Paid
NDL-1830,Nchimunya Ndalama,201480/31/6,Mushili,10000,Agricultural,TDR-2020-4549,Leasehold (99 yrs),2023-09-28,None,"-12.981832,28.625755",Paid
NDL-1831,Central Agro Resources,999271/40/7,Ndeke,20000,Agricultural,TDR-2016-5866,Leasehold (65 yrs),2022-02-16,None,"-12.994066,28.669810",Paid
NDL-1832,Grace Kaluba,385670/13/7,Kansenshi,8000,Industrial,TDR-2012-5987,Freehold,2019-11-18,None,"-12.971681,28.638015",Paid
NDL-1833,Chileshe Phiri,690556/12/2,Itawa,250,Residential,TDR-2022-7065,State Land,2020-08-29,None,"-12.968421,28.662427",Paid
NDL-1834,Grace Mwape,569380/41/4,Chipulukusu,400,Residential,TDR-2019-7755,Leasehold (99 yrs),2017-03-07,Caveat,"-12.997043,28.653720",Paid
NDL-1835,Victor Mwanza,181800/28/7,Twapia,8000,Industrial,TDR-2022-2881,State Land,2007-12-01,None,"-12.994550,28.658147",Paid
NDL-1836,Linda Phiri,869786/27/1,Twapia,8000,Agricultural,TDR-2020-4282,Freehold,2009-07-26,None,"-12.982569,28.654968",Paid
NDL-1837,Samuel Tembo,800339/49/4,Railway Line,10000,Agricultural,TDR-2019-4133,State Land,2005-10-06,None,"-12.983026,28.666240",Paid
NDL-1838,Ndola Minerals Ltd,574015/30/3,Chifubu,500,Residential,TDR-2016-8412,Leasehold (99 yrs),2010-01-13,Mortgaged,"-12.986070,28.622873",Paid
NDL-1839,Moses Banda,697386/34/6,Ndeke,1158,Mixed Use,TDR-2009-1559,Leasehold (99 yrs),2012-07-18,Boundary_Dispute,"-12.988465,28.624029",Paid
NDL-1840,Chileshe Chanda,931732/32/9,Northrise,200,Residential,TDR-2008-5050,Freehold,2020-01-20,None,"-12.966312,28.669182",Paid
NDL-1841,Simon Mumba,352095/35/7,Ndeke,20000,Industrial,TDR-2008-6889,Freehold,2020-06-30,None,"-12.974805,28.623971",Paid
NDL-1842,Ndola Estate Ltd,541465/13/7,Kabushi,2000,Agricultural,TDR-2021-6233,Leasehold (50 yrs),2014-10-08,None,"-12.970444,28.668770",Paid
NDL-1843,Kansenshi Traders Co,464904/15/4,Mapalo,1831,Mixed Use,TDR-2018-2849,Leasehold (50 yrs),2010-07-14,Caveat,"-12.967279,28.659035",Paid
NDL-1844,Chibwe Tembo,937009/44/9,Garden,450,Residential,TDR-2017-7176,Leasehold (65 yrs),2021-01-21,None,"-12.964782,28.620207",Paid
NDL-1845,UrbanDevelopers Co,358463/15/2,Mushili,800,Commercial,TDR-2013-7270,Leasehold (50 yrs),2022-03-10,None,"-12.997723,28.644970",Paid
NDL-1846,Kansenshi Traders Resources,329271/32/1,Twapia,568,Mixed Use,TDR-2009-8630,Leasehold (99 yrs),2016-03-05,None,"-12.968991,28.645941",Arrears
NDL-1847,Chibwe Phiri,975562/44/1,Chipulukusu,8000,Agricultural,TDR-2012-6485,Leasehold (50 yrs),2009-02-22,None,"-12.989568,28.645592",Paid
NDL-1848,Ndola Minerals Enterprises,117558/50/1,Kansenshi,818,Mixed Use,TDR-2007-6383,Freehold,2006-01-19,None,"-12.987404,28.644082",Arrears
NDL-1849,GreenFields PLC,477529/12/5,Twapia,20000,Agricultural,TDR-2009-2936,Leasehold (65 yrs),2011-12-13,None,"-12.985277,28.651595",Paid
NDL-1850,Thandiwe Zulu,406700/11/1,Twapia,1500,Agricultural,TDR-2011-6257,Leasehold (65 yrs),2023-05-21,Auctioned,"-12.966755,28.634238",Paid
NDL-1851,Brian Banda,500051/20/1,Kansenshi,3000,Agricultural,TDR-2011-7447,Leasehold (50 yrs),2008-12-26,None,"-12.995238,28.629061",Paid
NDL-1852,Ruth Kaluba,247972/35/9,Industrial Area,1200,Commercial,TDR-2014-6667,Leasehold (50 yrs),2014-01-19,None,"-12.986498,28.632398",Paid
NDL-1853,Victor Sichone,751522/27/6,Itawa,10000,Industrial,TDR-2020-8624,Leasehold (99 yrs),2021-09-15,None,"-12.964217,28.654591",Paid
NDL-1854,UrbanDevelopers Holdings,787157/35/3,Mushili,1886,Mixed Use,TDR-2015-9725,State Land,2024-10-29,None,"-12.961190,28.656634",Paid
NDL-1855,Victor Lungu,478113/49/6,Lubuto,1200,Commercial,TDR-2008-9100,Leasehold (65 yrs),2014-07-25,None,"-12.982447,28.639922",Paid
NDL-1856,David Mulenga,112988/12/5,Chifubu,3000,Agricultural,TDR-2014-1882,Leasehold (65 yrs),2005-08-30,None,"-12.972758,28.669513",Paid
NDL-1857,Nchimunya Phiri,711675/32/7,Town Centre,449,Mixed Use,TDR-2021-2861,Leasehold (50 yrs),2024-05-10,None,"-12.985996,28.630091",Paid
NDL-1858,James Mwape,303238/38/2,Industrial Area,8000,Agricultural,TDR-2009-8678,Freehold,2012-01-05,None,"-12.991023,28.629146",Paid
NDL-1859,Chileshe Sichone,740596/24/5,Lubuto,20000,Agricultural,TDR-2015-4608,Leasehold (50 yrs),2013-09-05,None,"-12.988299,28.660753",Paid
NDL-1860,Brian Chola,562601/16/3,Ndeke,600,Residential,TDR-2012-1454,Leasehold (65 yrs),2015-05-16,None,"-12.971952,28.646248",Paid
NDL-1861,PanAfrican Cement Ltd,557679/16/7,Twapia,300,Residential,TDR-2008-1263,Freehold,2023-06-02,None,"-12.969959,28.621437",Paid
NDL-1862,Nchimunya Kaluba,525194/32/2,Garden,400,Commercial,TDR-2011-1417,Leasehold (50 yrs),2017-07-29,None,"-12.980725,28.656477",Paid
NDL-1863,Samuel Chola,419061/18/7,Mapalo,800,Commercial,TDR-2024-9675,Leasehold (50 yrs),2018-01-11,Auctioned,"-12.977530,28.673360",Paid
NDL-1864,Michael Mulenga,606680/29/8,Mushili,20000,Industrial,TDR-2021-8456,Leasehold (50 yrs),2008-11-02,Caveat,"-12.964094,28.626722",Paid
NDL-1865,Peter Mumba,953557/26/8,Town Centre,400,Commercial,TDR-2022-7721,State Land,2021-04-12,None,"-12.974053,28.626593",Paid
NDL-1866,Nelson Mulilo,217929/34/1,Mushili,500,Commercial,TDR-2005-6838,Freehold,2016-11-27,None,"-12.976790,28.639624",Paid
NDL-1867,Mukuka Sitali,131919/40/9,Chifubu,250,Residential,TDR-2022-2731,Leasehold (65 yrs),2021-11-03,None,"-12.973772,28.661666",Paid
NDL-1868,Grace Zulu,412279/16/9,Twapia,2000,Industrial,TDR-2016-7475,Leasehold (99 yrs),2008-11-29,None,"-12.971991,28.664329",Paid
NDL-1869,Angela Tembo,729521/49/8,Industrial Area,1500,Agricultural,TDR-2021-2272,Freehold,2009-01-27,None,"-12.964863,28.620847",Paid
NDL-1870,Brian Lungu,871875/30/4,Kitwe Road,400,Commercial,TDR-2009-7922,Leasehold (99 yrs),2014-09-22,None,"-12.979493,28.664387",Paid
NDL-1871,Nelson Mumba,623707/28/7,Itawa,335,Mixed Use,TDR-2021-7424,Freehold,2006-06-05,None,"-12.961447,28.662643",Paid
NDL-1872,James Tembo,875853/36/3,Itawa,1554,Mixed Use,TDR-2008-9943,Leasehold (65 yrs),2017-01-15,Auctioned,"-12.966179,28.651786",Arrears
NDL-1873,Rose Mulilo,288456/35/7,Kitwe Road,3000,Agricultural,TDR-2020-5364,Freehold,2020-06-20,None,"-12.984874,28.625791",Paid
NDL-1874,Moses Sitali,519893/49/8,Industrial Area,2000,Industrial,TDR-2019-5838,Leasehold (65 yrs),2008-10-11,None,"-12.961602,28.633935",Paid
NDL-1875,Brian Ndalama,816132/39/1,Railway Line,1506,Mixed Use,TDR-2005-2885,Leasehold (99 yrs),2012-01-03,None,"-12.972426,28.633123",Paid
NDL-1876,George Ndalama,790287/36/8,Kansenshi,3000,Agricultural,TDR-2015-9910,Leasehold (65 yrs),2015-01-07,None,"-12.973427,28.647486",Paid
NDL-1877,Memory Kaunda,721282/48/3,Town Centre,300,Commercial,TDR-2011-9443,Leasehold (50 yrs),2013-05-13,Mortgaged,"-12.986723,28.624166",Paid
NDL-1878,Copperbelt Logistics PLC,884565/39/8,Lubuto,20000,Agricultural,TDR-2007-8494,State Land,2016-07-26,None,"-12.992657,28.621500",Paid
NDL-1879,Mulenga Mulilo,203392/18/6,Itawa,10000,Industrial,TDR-2007-7888,Leasehold (50 yrs),2020-03-01,None,"-12.984530,28.638242",Paid
NDL-1880,PanAfrican Cement Holdings,729008/44/2,Twapia,400,Commercial,TDR-2019-8357,Leasehold (65 yrs),2015-05-14,None,"-12.991641,28.664129",Paid
NDL-1881,Mutale Chanda,422812/49/6,Kitwe Road,20000,Agricultural,TDR-2024-7217,Leasehold (65 yrs),2016-04-15,None,"-12.981607,28.655926",Paid
NDL-1882,Mwansa Kapasa,758377/33/5,Railway Line,400,Residential,TDR-2018-2957,Leasehold (50 yrs),2013-05-09,None,"-12.966798,28.646095",Paid
NDL-1883,Chibwe Mwanza,907937/21/4,Kansenshi,1500,Agricultural,TDR-2015-1990,State Land,2021-07-28,None,"-12.965751,28.660665",Paid
NDL-1884,Samuel Ndalama,961420/25/7,Twapia,500,Commercial,TDR-2021-6690,State Land,2015-07-08,None,"-12.996437,28.666109",Paid
NDL-1885,Chipo Kaunda,739909/41/2,Kabushi,1000,Residential,TDR-2017-1600,Leasehold (65 yrs),2009-04-01,None,"-12.992073,28.654455",Paid
NDL-1886,Michael Banda,558777/40/4,Railway Line,1500,Agricultural,TDR-2005-8919,Leasehold (99 yrs),2021-10-08,None,"-12.972096,28.640854",Paid
NDL-1887,Mukuka Banda,453096/37/7,Chililabombwe Road,593,Mixed Use,TDR-2021-4973,State Land,2006-12-21,Double_Allocation,"-12.993539,28.662521",Paid
NDL-1888,Brian Mwape,497256/25/5,Northrise,5000,Agricultural,TDR-2012-3571,Leasehold (65 yrs),2021-01-19,None,"-12.960449,28.658433",Paid
NDL-1889,Patrick Tembo,370951/18/4,Mapalo,400,Residential,TDR-2014-9949,Freehold,2023-10-15,None,"-12.984298,28.649737",Paid
NDL-1890,Samuel Ndalama,356298/13/7,Industrial Area,1930,Mixed Use,TDR-2014-6411,Leasehold (65 yrs),2017-11-14,None,"-12.975082,28.649134",Paid
NDL-1891,Thandiwe Tembo,694874/24/3,Chililabombwe Road,8000,Agricultural,TDR-2013-4589,State Land,2024-06-24,None,"-12.961649,28.664321",Paid
NDL-1892,Patrick Mumba,261067/18/8,Town Centre,1775,Mixed Use,TDR-2019-1610,Freehold,2013-09-27,None,"-12.974948,28.625951",Paid
NDL-1893,Simon Ndalama,560099/22/5,Ndeke,3000,Industrial,TDR-2022-8407,Freehold,2008-09-29,None,"-12.964066,28.622071",Paid
NDL-1894,Chipo Zulu,269662/44/4,Northrise,970,Mixed Use,TDR-2017-7244,Leasehold (50 yrs),2015-02-18,None,"-12.981456,28.649220",Paid
NDL-1895,ZamBuild PLC,726035/19/1,Kabushi,200,Residential,TDR-2016-7305,Leasehold (65 yrs),2008-01-20,Mortgaged,"-12.995098,28.662456",Paid
NDL-1896,Mary Chola,278706/42/4,Ndeke,2000,Agricultural,TDR-2006-1810,Leasehold (65 yrs),2021-12-02,None,"-12.962319,28.620893",Paid
NDL-1897,ZamBuild Holdings,887353/30/1,Railway Line,10000,Industrial,TDR-2024-7593,State Land,2017-09-19,None,"-12.984465,28.666259",Paid
NDL-1898,Ndola Minerals Enterprises,768223/27/2,Kitwe Road,3000,Agricultural,TDR-2016-6765,Leasehold (65 yrs),2017-07-07,None,"-12.973766,28.661527",Paid
NDL-1899,UrbanDevelopers Co,970235/40/3,Kansenshi,500,Commercial,TDR-2010-8996,Leasehold (65 yrs),2022-06-26,None,"-12.989701,28.649135",Paid
NDL-1900,Moses Phiri,715234/11/3,Mapalo,1031,Mixed Use,TDR-2017-6299,Leasehold (65 yrs),2008-08-19,None,"-12.970298,28.659254",Paid
NDL-1901,Moses Banda,919570/22/3,Kabushi,400,Commercial,TDR-2012-3228,Freehold,2020-06-26,None,"-12.967450,28.664978",Paid
NDL-1902,Chipo Kaluba,872294/44/3,Twapia,800,Commercial,TDR-2023-6946,Leasehold (99 yrs),2021-09-17,None,"-12.985431,28.651722",Paid
NDL-1903,UrbanDevelopers Co,224664/46/4,Masala,250,Commercial,TDR-2011-6447,Leasehold (50 yrs),2019-01-29,None,"-12.996732,28.660105",Paid
NDL-1904,Samuel Mwanza,748576/29/3,Railway Line,300,Residential,TDR-2019-7480,State Land,2014-01-29,None,"-12.965314,28.673336",Paid
NDL-1905,Brian Mumba,101632/41/9,Northrise,2000,Industrial,TDR-2015-4818,Leasehold (65 yrs),2017-07-22,None,"-12.974395,28.652050",Paid
NDL-1906,Chanda Phiri,976319/33/3,Chililabombwe Road,1220,Mixed Use,TDR-2020-3307,Leasehold (99 yrs),2009-10-11,None,"-12.996241,28.637852",Paid
NDL-1907,Chanda Tembo,523033/10/9,Ndeke,500,Residential,TDR-2009-3896,Leasehold (99 yrs),2016-02-05,None,"-12.992876,28.627641",Paid
NDL-1908,Patrick Ndalama,131630/40/9,Mapalo,500,Commercial,TDR-2022-6529,Leasehold (65 yrs),2024-08-23,None,"-12.997499,28.643969",Paid
NDL-1909,Moses Mumba,184550/38/8,Ndeke,373,Mixed Use,TDR-2020-1721,Leasehold (65 yrs),2022-11-09,None,"-12.978364,28.650148",Paid
NDL-1910,Nelson Banda,242839/37/9,Northrise,1172,Mixed Use,TDR-2013-3978,Freehold,2018-09-20,None,"-12.995617,28.657537",Paid
NDL-1911,Chibwe Chola,670013/13/2,Garden,8000,Agricultural,TDR-2015-8010,State Land,2023-09-24,None,"-12.983307,28.651826",Paid
NDL-1912,Brian Chanda,419805/49/1,Garden,20000,Industrial,TDR-2018-7652,State Land,2008-11-01,None,"-12.982753,28.639543",Paid
NDL-1913,Simon Mulenga,537539/35/7,Garden,1200,Commercial,TDR-2015-2534,Leasehold (65 yrs),2017-10-30,None,"-12.976653,28.642213",Paid
NDL-1914,Victor Mumba,130751/42/1,Lubuto,1500,Commercial,TDR-2021-6363,Freehold,2012-11-30,None,"-12.974221,28.655459",Paid
NDL-1915,Memory Mulenga,767407/17/9,Mushili,400,Residential,TDR-2019-4820,Freehold,2011-01-03,None,"-12.982629,28.658996",Paid
NDL-1916,Chileshe Mumba,809087/18/1,Itawa,250,Residential,TDR-2009-1515,Leasehold (50 yrs),2009-04-09,None,"-12.971043,28.671382",Paid
NDL-1917,Faith Kaluba,828823/15/9,Garden,1500,Agricultural,TDR-2016-9478,State Land,2005-12-17,None,"-12.963181,28.621714",Paid
NDL-1918,Nelson Kaluba,143111/37/6,Chililabombwe Road,300,Commercial,TDR-2009-5019,Freehold,2016-05-10,None,"-12.989175,28.625816",Paid
NDL-1919,George Mwape,564431/17/5,Chipulukusu,1871,Mixed Use,TDR-2010-8560,Freehold,2017-01-14,Mortgaged,"-12.980158,28.647129",Arrears
NDL-1920,Linda Ndalama,167003/16/2,Industrial Area,200,Residential,TDR-2022-9934,Leasehold (50 yrs),2010-03-13,None,"-12.983929,28.642656",Paid
NDL-1921,Nchimunya Kaluba,369190/48/3,Lubuto,463,Mixed Use,TDR-2011-3100,State Land,2006-08-10,None,"-12.960338,28.665285",Paid
NDL-1922,Mercy Tembo,723225/10/6,Twapia,700,Residential,TDR-2024-3588,Freehold,2006-05-10,None,"-12.984506,28.626947",Paid
NDL-1923,Chileshe Mwape,554013/36/8,Chipulukusu,10000,Agricultural,TDR-2010-9910,Leasehold (50 yrs),2008-03-07,None,"-12.988059,28.669021",Paid
NDL-1924,Linda Chola,947498/24/6,Kabushi,10000,Industrial,TDR-2019-7288,Leasehold (50 yrs),2012-09-10,None,"-12.962165,28.625523",Paid
NDL-1925,Nelson Chola,322365/46/7,Chipulukusu,301,Mixed Use,TDR-2019-9866,Leasehold (50 yrs),2019-01-06,None,"-12.971977,28.652746",Paid
NDL-1926,Mercy Tembo,984376/39/2,Chifubu,1200,Commercial,TDR-2009-9247,Leasehold (65 yrs),2009-08-24,None,"-12.966639,28.670844",Paid
NDL-1927,Copperbelt Logistics PLC,139537/30/1,Industrial Area,918,Mixed Use,TDR-2022-1053,Leasehold (65 yrs),2016-01-25,None,"-12.984242,28.649129",Paid
NDL-1928,Memory Mwanza,660808/15/8,Masala,569,Mixed Use,TDR-2024-4518,Freehold,2012-06-02,None,"-12.997358,28.642909",Paid
NDL-1929,George Mulenga,420294/47/5,Mapalo,2000,Industrial,TDR-2015-5760,Leasehold (50 yrs),2020-09-20,None,"-12.995754,28.657172",Paid
NDL-1930,Nchimunya Sitali,817524/14/6,Chipulukusu,5000,Industrial,TDR-2005-5200,Leasehold (65 yrs),2011-04-12,None,"-12.986419,28.661087",Paid
NDL-1931,Chipo Kapasa,937542/20/1,Chililabombwe Road,3000,Industrial,TDR-2021-3590,State Land,2019-10-26,None,"-12.982736,28.645162",Arrears
NDL-1932,Chibwe Banda,305719/42/7,Railway Line,3000,Industrial,TDR-2013-9030,Leasehold (65 yrs),2010-10-07,None,"-12.986106,28.639448",Paid
NDL-1933,Patrick Phiri,956400/12/7,Kitwe Road,200,Residential,TDR-2016-1216,State Land,2010-04-25,None,"-12.966197,28.670132",Paid
NDL-1934,Simon Banda,628020/35/1,Masala,3000,Industrial,TDR-2012-5684,Leasehold (99 yrs),2023-10-03,None,"-12.977342,28.646020",Paid
NDL-1935,Mulenga Mulenga,439027/42/8,Lubuto,3000,Industrial,TDR-2011-4460,Leasehold (50 yrs),2024-10-18,None,"-12.990339,28.652813",Paid
NDL-1936,David Kaluba,684638/18/9,Northrise,600,Residential,TDR-2018-7950,Freehold,2017-10-09,None,"-12.976172,28.639560",Paid
NDL-1937,Brian Mulenga,796831/40/2,Twapia,1200,Commercial,TDR-2017-3777,Leasehold (65 yrs),2020-10-05,Auctioned,"-12.987007,28.628907",Paid
NDL-1938,Alice Phiri,270906/13/2,Itawa,1000,Residential,TDR-2014-5580,State Land,2019-04-22,None,"-12.967866,28.634090",Paid
NDL-1939,Mwansa Zulu,715487/27/7,Town Centre,400,Residential,TDR-2024-8109,Leasehold (99 yrs),2017-04-10,None,"-12.993741,28.643895",Paid
NDL-1940,Joseph Zulu,358681/16/7,Itawa,10000,Industrial,TDR-2017-3966,Leasehold (99 yrs),2007-04-26,None,"-12.975743,28.650332",Paid
NDL-1941,Mercy Lungu,845730/28/5,Masala,3000,Industrial,TDR-2005-4431,Leasehold (65 yrs),2006-12-12,None,"-12.989564,28.622231",Paid
NDL-1942,George Banda,237961/11/1,Lubuto,5000,Agricultural,TDR-2011-2228,State Land,2013-11-19,None,"-12.966354,28.668258",Paid
NDL-1943,Michael Phiri,674117/23/5,Mapalo,20000,Industrial,TDR-2009-1002,State Land,2005-04-25,None,"-12.997390,28.639580",Paid
NDL-1944,Lubuto Cooperative Industrial,479231/50/2,Garden,2000,Agricultural,TDR-2018-3650,Leasehold (50 yrs),2009-07-01,None,"-12.990421,28.664053",Paid
NDL-1945,Mukuka Sichone,200273/36/1,Northrise,3000,Agricultural,TDR-2022-5630,Freehold,2018-03-03,None,"-12.982539,28.663610",Paid
NDL-1946,Angela Mwape,235852/22/3,Garden,1000,Residential,TDR-2018-8793,State Land,2009-09-05,None,"-12.995798,28.672035",Paid
NDL-1947,Patrick Chanda,384740/38/5,Mushili,20000,Industrial,TDR-2008-1262,Leasehold (65 yrs),2024-04-22,None,"-12.976574,28.645263",Paid
NDL-1948,ZamBuild Holdings,142696/14/2,Kabushi,5000,Agricultural,TDR-2019-2612,Leasehold (65 yrs),2008-03-30,Auctioned,"-12.960671,28.636837",Paid
NDL-1949,Chibwe Zulu,832090/43/5,Industrial Area,250,Residential,TDR-2006-9531,Freehold,2017-06-28,None,"-12.978795,28.658136",Paid
NDL-1950,Rose Tembo,538235/14/3,Kitwe Road,700,Residential,TDR-2012-2207,Leasehold (99 yrs),2007-09-19,None,"-12.966455,28.634824",Paid
NDL-1951,Victor Sichone,174711/14/6,Chifubu,300,Commercial,TDR-2020-3896,State Land,2017-04-11,None,"-12.996684,28.637292",Paid
NDL-1952,Copperbelt Logistics Group,639236/18/6,Northrise,1000,Residential,TDR-2010-1139,Leasehold (50 yrs),2010-10-22,None,"-12.988352,28.663387",Paid
NDL-1953,Mulenga Banda,354713/20/1,Mushili,300,Commercial,TDR-2014-3186,State Land,2005-10-06,None,"-12.972765,28.639758",Paid
NDL-1954,Victor Lungu,362144/37/2,Kabushi,600,Residential,TDR-2020-9365,State Land,2020-03-26,None,"-12.984796,28.652960",Paid
NDL-1955,Faith Lungu,946351/28/9,Twapia,20000,Industrial,TDR-2012-4023,Freehold,2010-07-30,None,"-12.981245,28.645630",Paid
NDL-1956,Mwansa Kaunda,930526/38/3,Chililabombwe Road,300,Commercial,TDR-2021-3491,Leasehold (99 yrs),2016-07-23,None,"-12.978807,28.666888",Paid
NDL-1957,ZamBuild Co,191552/32/9,Town Centre,300,Residential,TDR-2019-8672,Freehold,2009-07-28,None,"-12.972398,28.626945",Paid
NDL-1958,Ndola Minerals Resources,140202/45/4,Twapia,1200,Commercial,TDR-2006-6957,Leasehold (99 yrs),2010-10-09,None,"-12.960646,28.652569",Paid
NDL-1959,Patrick Mumba,336795/13/9,Kabushi,1500,Agricultural,TDR-2022-7644,Leasehold (50 yrs),2022-12-23,None,"-12.978897,28.672781",Paid
NDL-1960,Esther Kapasa,669780/10/9,Itawa,3000,Industrial,TDR-2008-9236,Leasehold (65 yrs),2023-12-13,None,"-12.985619,28.657363",Paid
NDL-1961,Patrick Zulu,403058/47/4,Ndeke,400,Commercial,TDR-2019-6532,Freehold,2016-08-13,Double_Allocation,"-12.997410,28.667533",Paid
NDL-1962,Patrick Chanda,247777/42/6,Twapia,1200,Commercial,TDR-2014-4130,Freehold,2008-02-08,None,"-12.970230,28.621302",Paid
NDL-1963,James Mwape,457575/48/5,Industrial Area,1701,Mixed Use,TDR-2011-9703,State Land,2011-02-14,None,"-12.970956,28.625044",Arrears
NDL-1964,Joseph Mulenga,897820/24/3,Chifubu,500,Residential,TDR-2016-7818,Leasehold (99 yrs),2006-11-13,None,"-12.993823,28.646268",Arrears
NDL-1965,Ruth Phiri,108066/29/2,Industrial Area,250,Residential,TDR-2023-6977,Leasehold (65 yrs),2005-01-05,Mortgaged,"-12.971068,28.630895",Paid
NDL-1966,Rose Kapasa,366952/41/7,Kabushi,250,Residential,TDR-2024-6612,Freehold,2014-11-08,None,"-12.987029,28.644583",Arrears
NDL-1967,David Sichone,905768/46/3,Twapia,1566,Mixed Use,TDR-2013-4690,Leasehold (50 yrs),2012-05-16,None,"-12.984788,28.659731",Paid
NDL-1968,Chileshe Mulilo,574081/40/2,Ndeke,800,Residential,TDR-2010-8782,State Land,2010-06-28,None,"-12.994808,28.667170",Paid
NDL-1969,Esther Kaunda,378104/44/9,Masala,1539,Mixed Use,TDR-2018-1822,State Land,2011-10-07,None,"-12.972706,28.650470",Paid
NDL-1970,GreenFields Co,293678/25/5,Industrial Area,3000,Agricultural,TDR-2020-4788,Freehold,2008-01-26,None,"-12.977704,28.641750",Paid
NDL-1971,Nelson Zulu,575070/35/9,Railway Line,5000,Agricultural,TDR-2015-1496,State Land,2014-10-11,None,"-12.991592,28.653882",Paid
NDL-1972,Ruth Zulu,245153/33/3,Lubuto,1200,Commercial,TDR-2014-4299,Freehold,2023-11-04,None,"-12.962523,28.669662",Paid
NDL-1973,Patricia Lungu,298566/44/9,Kabushi,3000,Industrial,TDR-2007-7126,Leasehold (65 yrs),2018-01-11,Boundary_Dispute,"-12.981051,28.666134",Paid
NDL-1974,Alice Phiri,593474/38/4,Kabushi,20000,Agricultural,TDR-2006-8053,Leasehold (50 yrs),2005-11-10,None,"-12.964826,28.629300",Paid
NDL-1975,Rose Kaluba,942233/21/6,Twapia,1000,Residential,TDR-2005-9382,Freehold,2006-10-30,None,"-12.964776,28.626637",Paid
NDL-1976,Samuel Lungu,685955/20/8,Railway Line,350,Residential,TDR-2016-6664,Leasehold (65 yrs),2008-08-20,None,"-12.977744,28.659211",Paid
NDL-1977,James Tembo,529349/38/6,Mushili,400,Commercial,TDR-2017-9205,Leasehold (50 yrs),2023-03-27,Boundary_Dispute,"-12.965604,28.623992",Paid
NDL-1978,Mercy Kapasa,982639/46/1,Industrial Area,1200,Commercial,TDR-2009-4182,Leasehold (50 yrs),2007-09-19,None,"-12.987973,28.639221",Arrears
NDL-1979,Rose Chanda,609528/48/8,Garden,250,Residential,TDR-2006-6113,Leasehold (65 yrs),2007-04-07,Boundary_Dispute,"-12.968012,28.628425",Paid
NDL-1980,Chileshe Zulu,446701/37/6,Lubuto,250,Commercial,TDR-2024-2726,Leasehold (50 yrs),2023-01-16,None,"-12.993922,28.621336",Paid
NDL-1981,Joseph Kapasa,511622/37/5,Town Centre,20000,Industrial,TDR-2017-2578,Freehold,2007-05-21,None,"-12.967438,28.663254",Paid
NDL-1982,Ndola Minerals Industrial,294885/22/2,Chililabombwe Road,5000,Agricultural,TDR-2021-3471,Leasehold (65 yrs),2013-06-09,None,"-12.988211,28.668887",Paid
NDL-1983,Chileshe Sichone,803218/42/6,Garden,250,Residential,TDR-2005-3172,Leasehold (50 yrs),2015-01-15,None,"-12.992034,28.623028",Paid
NDL-1984,Joseph Chanda,930129/41/8,Kitwe Road,850,Mixed Use,TDR-2005-8905,Freehold,2013-12-21,None,"-12.994906,28.654699",Paid
NDL-1985,Patrick Mwape,161960/38/8,Itawa,5000,Agricultural,TDR-2009-6838,State Land,2009-07-20,None,"-12.976242,28.629997",Paid
NDL-1986,Kansenshi Traders Group,991890/28/7,Chifubu,400,Residential,TDR-2014-8805,Leasehold (65 yrs),2005-12-01,None,"-12.997624,28.630001",Paid
